model,year,transmission,mileage,fuelType,tax(£),mpg,engineSize,price
 I10,2015,Manual,18405,Petrol,30,57.6,1.2,6899
 I20,2019,Manual,16295,Petrol,145,46.3,1.2,9699
 Kona,2018,Manual,30,Petrol,145,44.1,1,17495
 Kona,2018,Manual,18,Petrol,145,44.1,1,17495
 I10,2017,Manual,27821,Petrol,20,60.1,1,6690
 Kona,2020,Manual,1,Petrol,145,44.1,1,21320
 IX20,2015,Manual,29731,Petrol,125,50.4,1.4,6890
 I30,2014,Manual,45616,Petrol,165,46,1.4,7100
 Tucson,2017,Manual,10248,Petrol,145,44.8,1.6,13399
 I10,2016,Manual,10499,Petrol,20,60.1,1,6699
 Santa Fe,2019,Automatic,10035,Diesel,145,42.8,2.2,30999
 I10,2017,Manual,5082,Petrol,145,60.1,1,7290
 Tucson,2019,Manual,12763,Petrol,145,34.9,1.6,15799
 I20,2019,Manual,11435,Petrol,145,46.3,1.2,12050
 Tucson,2019,Manual,17970,Petrol,145,34.9,1.6,16400
 Kona,2018,Manual,5357,Petrol,145,44.1,1,15850
 Tucson,2019,Semi-Auto,13084,Petrol,145,36.2,1.6,17500
 Tucson,2018,Automatic,34719,Diesel,145,47.1,2,16295
 I20,2019,Manual,5000,Petrol,145,47.9,1,11450
 I10,2019,Manual,2000,Petrol,145,60.1,1,9390
 I10,2019,Manual,50,Petrol,145,60.1,1,9575
 I20,2018,Manual,5000,Petrol,145,46.3,1.2,9695
 I10,2018,Manual,2451,Petrol,145,60.1,1,8190
 I20,2018,Manual,5000,Petrol,145,46.3,1.2,9895
 I20,2018,Manual,9070,Petrol,145,46.3,1.2,9690
 Kona,2018,Manual,29920,Petrol,145,52.3,1,12500
 I10,2020,Manual,5000,Petrol,145,56.5,1,12750
 I30,2017,Manual,18027,Petrol,145,48.7,1.4,9650
 I20,2019,Manual,5000,Petrol,145,47.9,1,11495
 Santa Fe,2019,Semi-Auto,1,Diesel,145,39.2,2.2,40365
 I20,2020,Manual,1,Petrol,145,46.3,1.2,14400
 I30,2019,Manual,1,Petrol,145,34,2,27800
 I10,2018,Manual,13303,Petrol,145,60.1,1,7490
 Ioniq,2019,Automatic,2000,Hybrid,135,62.8,1.6,19990
 Tucson,2019,Automatic,2000,Hybrid,145,50.4,1.6,22750
 Santa Fe,2020,Semi-Auto,5000,Diesel,145,39.2,2.2,36995
 I10,2019,Manual,5000,Petrol,145,60.1,1,7990
 I10,2019,Manual,5000,Petrol,145,60.1,1,7990
 Tucson,2018,Manual,30210,Diesel,145,61.4,1.7,15500
 Tucson,2020,Semi-Auto,5000,Hybrid,145,50.4,1.6,24495
 Tucson,2020,Manual,3500,Petrol,145,34.9,1.6,22750
 Tucson,2019,Semi-Auto,3500,Diesel,145,47.1,1.6,24990
 Santa Fe,2018,Semi-Auto,31350,Diesel,145,42.8,2.2,19099
 I10,2016,Manual,13500,Petrol,20,60.1,1,6650
 Santa Fe,2017,Manual,26711,Diesel,200,47.1,2.2,19495
 Ioniq,2019,Automatic,6500,Hybrid,135,78.5,1.6,22995
 Kona,2019,Automatic,5000,Hybrid,135,52.3,1.6,20500
 Tucson,2019,Manual,13076,Petrol,150,34.9,1.6,15790
 I20,2019,Manual,3111,Petrol,145,47.9,1,12480
 I10,2019,Manual,3215,Petrol,145,49.6,1,9380
 Tucson,2019,Semi-Auto,2951,Hybrid,145,50.4,1.6,22480
 Tucson,2019,Manual,2326,Petrol,145,34.9,1.6,21990
 Tucson,2019,Semi-Auto,7469,Hybrid,145,50.4,1.6,23480
 Tucson,2019,Manual,12206,Petrol,145,35.3,1.6,14980
 Ioniq,2018,Automatic,7725,Hybrid,135,78.5,1.6,18690
 I30,2019,Manual,2451,Petrol,145,42.2,1.4,17790
 Tucson,2019,Semi-Auto,2812,Hybrid,145,50.4,1.6,21380
 I10,2017,Manual,24437,Petrol,145,60.1,1,7700
 I10,2016,Semi-Auto,39063,Petrol,150,47.9,1.2,6700
 Tucson,2017,Manual,22173,Diesel,30,61.7,1.7,13795
 Tucson,2019,Semi-Auto,25,Petrol,145,36.2,1.6,20250
 I30,2017,Manual,16570,Petrol,145,52.3,1.4,12350
 I30,2017,Manual,15814,Petrol,145,52.3,1.4,12400
 Tucson,2018,Manual,14427,Petrol,145,44.8,1.6,15450
 Tucson,2018,Manual,12492,Petrol,145,44.8,1.6,15550
 Tucson,2018,Manual,12720,Petrol,145,44.8,1.6,15500
 Tucson,2018,Manual,13915,Petrol,145,44.8,1.6,15450
 Kona,2019,Manual,15139,Petrol,145,44.1,1,15650
 I30,2019,Manual,500,Petrol,145,34,2,23990
 Tucson,2019,Semi-Auto,1348,Diesel,145,47.1,1.6,20875
 I30,2019,Manual,2562,Petrol,145,45.6,1.4,14990
 IX20,2017,Manual,15773,Petrol,145,50.4,1.4,9450
 I30,2017,Manual,22521,Petrol,145,56.5,1,9995
 I20,2017,Manual,49081,Petrol,20,62.8,1,7995
 I20,2016,Manual,18777,Petrol,30,55.4,1.2,7995
 Ioniq,2019,Automatic,9852,Hybrid,140,78.5,1.6,21995
 I20,2016,Manual,54325,Petrol,30,55.4,1.2,6795
 Tucson,2017,Semi-Auto,12980,Diesel,150,57.7,1.7,18495
 I20,2016,Manual,34720,Petrol,30,55.4,1.2,7495
 IX35,2015,Manual,54076,Diesel,165,51.4,2,9795
 Tucson,2017,Semi-Auto,40097,Diesel,150,57.6,1.7,13995
 Kona,2019,Manual,4672,Petrol,150,44.1,1,17495
 Tucson,2015,Manual,60230,Diesel,200,47.9,2,13995
 Ioniq,2018,Automatic,37221,Hybrid,135,78.5,1.6,13795
 Kona,2019,Semi-Auto,5521,Petrol,145,34,1.6,20495
 Tucson,2019,Manual,4412,Petrol,145,35.3,1.6,17995
 Tucson,2019,Semi-Auto,6219,Diesel,145,47.1,1.6,21690
 Tucson,2018,Manual,4760,Diesel,145,48.7,1.6,17495
 Tucson,2019,Semi-Auto,15511,Petrol,150,35.8,1.6,22495
 Tucson,2019,Manual,13980,Petrol,145,34.9,1.6,15795
 I10,2015,Manual,27056,Petrol,20,60.1,1,5495
 Tucson,2018,Manual,11779,Petrol,145,34.9,1.6,17995
 I10,2018,Semi-Auto,8168,Petrol,145,47.9,1.2,10495
 Ioniq,2019,Automatic,7138,Hybrid,135,62.8,1.6,21995
 Tucson,2017,Automatic,6987,Petrol,145,39.8,1.6,17995
 I40,2019,Semi-Auto,11013,Diesel,145,53.3,1.6,19995
 Santa Fe,2020,Semi-Auto,1088,Diesel,145,39.2,2.2,35995
 I20,2020,Manual,2310,Petrol,145,46.3,1.2,11995
 I30,2020,Manual,3363,Petrol,145,44.8,1,15495
 Ioniq,2020,Automatic,5395,Hybrid,135,62.8,1.6,20995
 I10,2020,Manual,921,Petrol,145,55.4,1.2,12995
 I20,2019,Manual,15216,Petrol,145,46.3,1.2,9295
 I20,2017,Automatic,25650,Petrol,160,45.6,1.4,8795
 IX20,2017,Manual,19363,Petrol,145,50.4,1.4,8690
 I20,2019,Manual,1485,Petrol,145,47.9,1,11780
 Santa Fe,2019,Semi-Auto,3960,Diesel,145,39.8,2.2,32490
 I10,2019,Manual,3682,Petrol,145,57.6,1.2,9325
 Tucson,2020,Semi-Auto,985,Petrol,145,35.8,1.6,25995
 I10,2020,Manual,23,Petrol,145,56.5,1,11795
 Ioniq,2019,Automatic,9230,Hybrid,135,78.5,1.6,23495
 I10,2018,Manual,24021,Petrol,145,57.7,1.2,8995
 I40,2016,Manual,18340,Diesel,125,60.1,1.7,12995
 Ioniq,2019,Automatic,4720,Hybrid,135,78.5,1.6,23495
 I10,2015,Manual,27390,Petrol,30,57.6,1.2,6295
 Tucson,2019,Manual,17642,Petrol,145,35.3,1.6,14495
 I10,2017,Manual,22022,Petrol,20,60.1,1,7695
 Kona,2019,Manual,5986,Petrol,145,44.1,1,15295
 I30,2018,Manual,24512,Petrol,150,56.5,1,10450
 I20,2013,Manual,43621,Petrol,30,57.6,1.2,4599
 Tucson,2019,Manual,10,Diesel,150,48.7,1.6,19995
 Santa Fe,2017,Semi-Auto,38202,Diesel,150,42.8,2.2,19990
 Tucson,2020,Semi-Auto,1000,Hybrid,145,50.4,1.6,25495
 Tucson,2020,Manual,1000,Petrol,145,34.9,1.6,22995
 Ioniq,2017,Automatic,23900,Hybrid,0,78.5,1.6,14995
 I10,2019,Manual,497,Petrol,150,60.1,1,8700
 I30,2017,Manual,13480,Petrol,150,52.3,1.4,11795
 I20,2017,Manual,24714,Petrol,150,58.9,1.2,7995
 I10,2017,Semi-Auto,12000,Petrol,150,47.9,1.2,9495
 I10,2018,Manual,6871,Petrol,145,60.1,1,8300
 Kona,2019,Automatic,5155,Hybrid,140,52.3,1.6,21689
 Ioniq,2019,Automatic,10000,Hybrid,140,78.5,1.6,19689
 I10,2019,Manual,10332,Petrol,145,60.1,1,8695
 Ioniq,2018,Automatic,32360,Hybrid,135,78.5,1.6,15795
 Kona,2019,Manual,5200,Petrol,145,44.1,1,15995
 I10,2017,Manual,11997,Petrol,145,60.1,1,7495
 I30,2016,Manual,14838,Petrol,235,38.7,1.6,11995
 Santa Fe,2018,Semi-Auto,21000,Diesel,145,42.8,2.2,20550
 Tucson,2017,Manual,19687,Petrol,165,44.8,1.6,13397
 Tucson,2017,Semi-Auto,36541,Diesel,150,57.6,1.7,14407
 IX20,2019,Manual,7887,Petrol,150,37.2,1.6,11994
 Ioniq,2017,Automatic,7858,Hybrid,135,78.5,1.6,16790
 Tucson,2018,Semi-Auto,32217,Diesel,150,57.6,1.7,14991
 I10,2015,Manual,42761,Petrol,20,60.1,1,4871
 Tucson,2016,Manual,12800,Diesel,30,61.7,1.7,11490
 I10,2018,Manual,35458,Petrol,145,57.7,1.2,5995
 Tucson,2017,Manual,10157,Diesel,30,61.7,1.7,13995
 I20,2016,Manual,21010,Petrol,125,51.4,1.4,10000
 IX20,2018,Manual,6684,Petrol,150,50.4,1.4,12000
 IX35,2015,Manual,41309,Diesel,150,53.3,1.7,9000
 I10,2017,Manual,19230,Petrol,145,57.7,1.2,8380
 Tucson,2017,Semi-Auto,38351,Diesel,125,57.6,1.7,13510
 Tucson,2016,Manual,37167,Diesel,150,54.3,2,13495
 I10,2017,Manual,14258,Petrol,150,60.1,1,6995
 Ioniq,2018,Automatic,31852,Hybrid,135,78.5,1.6,16995
 I10,2018,Manual,10553,Petrol,145,57.7,1.2,8995
 Tucson,2019,Manual,3961,Petrol,145,34.9,1.6,23495
 I20,2017,Manual,27921,Petrol,150,55.4,1.2,8995
 Tucson,2019,Manual,26,Diesel,150,48.7,1.6,23995
 I10,2014,Manual,35428,Petrol,20,60.1,1,5395
 I30,2018,Manual,22102,Petrol,150,52.3,1.4,11995
 I10,2018,Manual,18406,Petrol,145,57.7,1.2,8495
 I10,2020,Manual,2255,Petrol,145,49.6,1,10795
 Tucson,2020,Manual,2256,Petrol,145,34.9,1.6,23495
 Tucson,2017,Manual,27815,Diesel,30,61.7,1.7,13250
 I10,2017,Manual,11090,Petrol,20,60.1,1,7260
 I40,2014,Manual,66600,Diesel,150,55.4,1.7,7880
 I10,2017,Manual,53329,Petrol,30,57.6,1.2,5740
 Tucson,2016,Manual,22684,Diesel,30,61.7,1.7,11695
 IX20,2015,Automatic,17950,Petrol,205,43.6,1.6,7480
 Tucson,2016,Manual,24340,Diesel,125,58.9,2,15995
 Santa Fe,2016,Semi-Auto,34670,Diesel,235,42.8,2.2,17995
 I20,2017,Manual,22781,Petrol,150,55.4,1.2,8295
 I30,2020,Manual,2661,Petrol,150,45.6,1.4,19995
 I20,2019,Automatic,13337,Petrol,145,49.6,1,13495
 I800,2018,Manual,32997,Diesel,145,37.7,2.5,15495
 Kona,2019,Manual,10961,Petrol,145,44.1,1,13995
 Kona,2019,Manual,14398,Petrol,145,44.1,1,15295
 I10,2018,Manual,10481,Petrol,145,57.7,1.2,8995
 Ioniq,2018,Automatic,30448,Hybrid,135,78.5,1.6,15995
 Santa Fe,2018,Semi-Auto,8400,Diesel,150,39.8,2.2,29495
 I10,2017,Manual,10049,Petrol,30,57.7,1.2,7620
 Tucson,2019,Manual,10333,Petrol,145,34.9,1.6,16495
 Tucson,2018,Manual,8540,Petrol,145,44.8,1.6,14943
 I30,2015,Manual,57541,Diesel,0,78.4,1.6,6850
 Tucson,2016,Manual,45876,Diesel,30,61.7,1.7,12026
 IX20,2017,Manual,5003,Petrol,125,50.4,1.4,10300
 Kona,2019,Manual,12677,Petrol,145,44.1,1,15795
 Ioniq,2018,Automatic,31627,Hybrid,135,78.5,1.6,15795
 Tucson,2016,Manual,12797,Petrol,260,37.2,1.6,16995
 I20,2017,Automatic,19595,Petrol,145,45.6,1.4,9995
 Santa Fe,2020,Semi-Auto,1801,Diesel,145,39.8,2.2,35995
 I20,2016,Manual,19456,Petrol,20,62.8,1,8695
 I10,2020,Semi-Auto,516,Petrol,145,49.6,1.2,14995
 Ioniq,2019,Automatic,6933,Hybrid,135,78.5,1.6,21695
 Tucson,2019,Manual,3000,Hybrid,145,51.4,1.6,23795
 Tucson,2017,Manual,26500,Diesel,145,54.3,2,16430
 Tucson,2015,Manual,21904,Diesel,30,61.7,1.7,11697
 Tucson,2017,Manual,30165,Diesel,30,61.7,1.7,14600
 I30,2019,Manual,150,Petrol,150,34,2,23995
 Tucson,2019,Semi-Auto,4367,Petrol,150,36.2,1.6,18895
 Kona,2018,Manual,250,Petrol,145,44.1,1,16995
 Kona,2019,Manual,15927,Petrol,145,44.1,1,13990
 Kona,2018,Manual,10326,Petrol,145,52.3,1,13995
 Tucson,2019,Manual,1498,Hybrid,145,51.4,1.6,20495
 I10,2015,Manual,27872,Petrol,20,60.1,1,5995
 I20,2020,Manual,1974,Petrol,145,47.9,1,13995
 I30,2019,Manual,12540,Diesel,145,58.9,1.6,16495
 I20,2017,Manual,21807,Petrol,150,58.9,1.2,7995
 I10,2018,Semi-Auto,8500,Petrol,150,47.9,1.2,10495
 Kona,2018,Manual,9505,Petrol,150,52.3,1,12995
 Santa Fe,2019,Semi-Auto,11000,Diesel,145,39.2,2.2,32495
 I10,2017,Manual,26353,Petrol,150,57.7,1.2,7695
 I10,2016,Manual,20731,Petrol,20,60.1,1,6495
 Kona,2018,Manual,6933,Petrol,150,44.1,1,14995
 I10,2016,Manual,36193,Petrol,30,57.6,1.2,6495
 I10,2014,Manual,44047,Petrol,20,60.1,1,4795
 Tucson,2017,Manual,28476,Diesel,30,61.7,1.7,11995
 IX20,2015,Automatic,20500,Petrol,205,43.6,1.6,7895
 Ioniq,2016,Automatic,19801,Hybrid,0,78.5,1.6,15275
 Tucson,2019,Manual,4425,Petrol,150,34.9,1.6,21995
 Tucson,2019,Semi-Auto,9898,Petrol,150,35.8,1.6,22395
 I10,2020,Manual,295,Petrol,145,56.5,1,11795
 I30,2019,Manual,21,Petrol,150,34,2,23995
 I30,2015,Manual,42764,Petrol,150,48.7,1.4,7495
 Tucson,2017,Manual,22371,Petrol,160,44.8,1.6,11699
 Tucson,2018,Semi-Auto,14290,Petrol,145,35.8,1.6,22289
 I30,2017,Semi-Auto,23505,Petrol,150,51.4,1.4,11495
 I10,2017,Manual,4028,Petrol,150,60.1,1,8295
 I40,2016,Manual,32309,Diesel,20,67.3,1.7,9995
 Tucson,2017,Semi-Auto,40077,Diesel,150,57.6,1.7,13995
 I10,2018,Manual,15885,Petrol,145,60.1,1,7695
 I10,2018,Manual,6753,Petrol,145,60.1,1,7995
 I10,2017,Manual,18610,Petrol,145,57.7,1.2,7169
 Kona,2019,Manual,10,Petrol,145,44.1,1,15469
 I10,2018,Manual,6752,Petrol,145,60.1,1,7995
 Kona,2019,Manual,1001,Petrol,145,44.1,1,13699
 Tucson,2018,Manual,7809,Petrol,145,44.8,1.6,13995
 Tucson,2019,Automatic,8100,Diesel,145,46.3,1.6,22969
 I30,2019,Manual,2938,Petrol,145,34,2,23469
 Tucson,2019,Manual,5500,Diesel,145,45.6,1.6,24969
 I10,2014,Manual,22000,Petrol,30,57.6,1.2,5969
 Tucson,2015,Manual,16212,Diesel,125,58.9,2,15769
 I10,2019,Manual,10,Petrol,145,60.1,1,10269
 I10,2019,Manual,642,Petrol,145,49.6,1,10169
 Tucson,2017,Manual,15625,Petrol,150,44.8,1.6,13269
 I20,2019,Manual,14,Petrol,145,46.3,1.2,12495
 Ioniq,2019,Automatic,9000,Hybrid,135,78.5,1.6,22995
 I10,2020,Manual,610,Petrol,145,56.5,1,11995
 IX20,2016,Manual,9442,Petrol,125,50.4,1.4,8995
 Kona,2018,Manual,9396,Petrol,145,44.1,1,13495
 Tucson,2018,Manual,25295,Petrol,145,44.8,1.6,13995
 Ioniq,2019,Automatic,4243,Hybrid,135,78.5,1.6,20495
 Kona,2018,Manual,8085,Petrol,145,44.1,1,13995
 I20,2017,Manual,32500,Petrol,145,58.9,1.2,7350
 I10,2019,Manual,4889,Petrol,145,60.1,1,7995
 Kona,2019,Manual,9893,Petrol,145,44.1,1,14450
 Tucson,2019,Manual,13161,Petrol,145,34.9,1.6,15700
 I20,2018,Manual,22000,Petrol,145,58.9,1,10195
 I10,2020,Manual,85,Petrol,145,56.5,1,11795
 Tucson,2016,Manual,21384,Petrol,160,44.8,1.6,12495
 Ioniq,2019,Semi-Auto,2125,Hybrid,135,62.8,1.6,20495
 I30,2015,Manual,15318,Petrol,145,47.1,1.4,8350
 Ioniq,2018,Semi-Auto,17712,Hybrid,135,78.5,1.6,16495
 Ioniq,2018,Semi-Auto,37445,Hybrid,135,78.5,1.6,14995
 I10,2018,Manual,30842,Petrol,145,60.1,1,6895
 I40,2019,Semi-Auto,1650,Diesel,145,54.3,1.6,21990
 Kona,2019,Semi-Auto,7200,Hybrid,135,52.3,1.6,24295
 IX20,2017,Automatic,22691,Petrol,160,43.5,1.6,10350
 I10,2018,Manual,7356,Petrol,145,60.1,1,7995
 I10,2018,Manual,15207,Petrol,145,60.1,1,7895
 Ioniq,2019,Automatic,4048,Hybrid,135,62.8,1.6,21995
 I30,2017,Manual,29664,Diesel,145,74.3,1.6,10252
 I10,2017,Semi-Auto,30435,Petrol,145,47.9,1.2,8595
 I10,2018,Manual,32641,Petrol,145,60.1,1,6595
 I10,2018,Manual,29042,Petrol,145,60.1,1,6925
 Tucson,2019,Semi-Auto,9300,Petrol,145,36.2,1.6,22600
 I40,2019,Semi-Auto,9000,Diesel,145,54.3,1.6,21490
 I10,2017,Manual,41832,Petrol,30,57.7,1.2,6290
 I10,2017,Manual,31050,Petrol,150,60.1,1,6240
 I30,2017,Manual,34590,Diesel,0,78.4,1.6,9230
 Tucson,2017,Manual,11028,Petrol,150,44.8,1.6,13495
 I20,2017,Manual,16416,Petrol,150,58.9,1.2,8495
 Tucson,2019,Semi-Auto,6934,Petrol,150,36.2,1.6,18995
 Ioniq,2019,Automatic,7074,Hybrid,135,78.5,1.6,19995
 Santa Fe,2019,Semi-Auto,7119,Diesel,145,39.2,2.2,32995
 IX20,2017,Manual,12704,Petrol,145,50.4,1.4,9795
 Ioniq,2020,Automatic,1290,Hybrid,135,1.1,1.6,26995
 Kona,2019,Manual,1990,Petrol,145,44.1,1,15495
 IX20,2018,Automatic,10166,Petrol,145,34.5,1.6,12150
 Tucson,2016,Manual,35988,Diesel,30,61.7,1.7,11990
 Tucson,2019,Manual,5757,Petrol,145,34.9,1.6,15790
 I30,2019,Manual,2640,Petrol,145,44.8,1,15995
 I30,2019,Manual,3908,Petrol,145,34,2,22995
 Tucson,2016,Automatic,41498,Diesel,240,43.5,2,13890
 I10,2017,Manual,31589,Petrol,145,60.1,1,6550
 I30,2018,Manual,17271,Petrol,145,52.3,1.4,12495
 I10,2018,Manual,20169,Petrol,145,60.1,1,7250
 I30,2019,Manual,2202,Petrol,145,44.8,1,15995
 I10,2014,Manual,61825,Petrol,30,57.6,1.2,5000
 IX35,2015,Manual,59629,Diesel,150,53.3,1.7,8495
 Tucson,2016,Manual,62874,Diesel,30,61.7,1.7,10780
 Tucson,2018,Semi-Auto,10901,Diesel,145,40.4,2,22969
 Tucson,2018,Semi-Auto,9198,Petrol,145,35.8,1.6,22969
 Tucson,2017,Manual,14691,Diesel,145,54.3,2,15469
 Ioniq,2017,Automatic,13076,Hybrid,135,78.5,1.6,16969
 Tucson,2019,Manual,9493,Diesel,145,45.6,1.6,22969
 I10,2014,Manual,24986,Petrol,30,57.6,1.2,5989
 I10,2017,Manual,34565,Petrol,145,60.1,1,5990
 I800,2018,Manual,34168,Diesel,145,37.7,2.5,15000
 I20,2019,Manual,10,Petrol,145,46.3,1.2,12495
 IX20,2017,Manual,32663,Diesel,30,64.2,1.6,8769
 Tucson,2016,Manual,52417,Diesel,150,54.3,2,12769
 Kona,2018,Manual,15892,Petrol,145,52.3,1,12769
 I10,2018,Manual,16453,Petrol,145,57.7,1.2,7569
 I30,2013,Manual,40029,Petrol,145,47.1,1.4,5989
 IX35,2014,Manual,77877,Diesel,145,53.3,1.7,7189
 I10,2016,Manual,29200,Petrol,30,57.6,1.2,6689
 I30,2015,Manual,37890,Petrol,150,47.1,1.4,7489
 I10,2015,Manual,32806,Petrol,20,60.1,1,5995
 Ioniq,2019,Automatic,4271,Hybrid,135,78.5,1.6,20995
 Tucson,2019,Manual,1247,Petrol,145,35.3,1.6,16995
 Tucson,2019,Manual,1887,Hybrid,145,47.9,1.6,23995
 Kona,2019,Manual,10,Petrol,145,44.1,1,15495
 I10,2019,Manual,10,Petrol,145,49.6,1,9495
 I10,2019,Manual,1586,Petrol,145,49.6,1,9495
 I20,2017,Automatic,37101,Petrol,145,45.6,1.4,8880
 Kona,2019,Manual,6280,Petrol,145,44.1,1,14195
 I10,2014,Manual,38073,Petrol,20,60.1,1,5289
 I10,2014,Manual,38427,Petrol,30,57.6,1.2,5389
 I10,2017,Manual,16512,Petrol,145,57.7,1.2,7289
 I10,2014,Manual,31500,Petrol,30,57.6,1.2,5489
 IX35,2014,Manual,21187,Petrol,200,41.5,1.6,9289
 I30,2016,Semi-Auto,37023,Diesel,20,72.4,1.6,8789
 IX35,2014,Manual,50664,Diesel,145,53.3,1.7,7840
 I10,2016,Manual,21112,Petrol,20,61.4,1,6030
 IX20,2017,Automatic,22658,Petrol,145,43.5,1.6,10080
 I10,2017,Semi-Auto,13799,Petrol,150,47.9,1.2,10795
 I20,2017,Manual,5937,Petrol,145,62.8,1,8995
 Ioniq,2018,Automatic,37445,Hybrid,135,78.5,1.6,14995
 Tucson,2016,Manual,35600,Diesel,30,61.7,1.7,12150
 Santa Fe,2017,Manual,19222,Diesel,145,47.1,2.2,19995
 Tucson,2016,Manual,31352,Petrol,160,44.8,1.6,13495
 Tucson,2017,Manual,9476,Petrol,145,44.8,1.6,13695
 I30,2016,Manual,31334,Petrol,235,38.7,1.6,10595
 I10,2016,Manual,33403,Petrol,20,60.1,1,5989
 I10,2018,Manual,20479,Petrol,145,60.1,1,7495
 I10,2018,Manual,11642,Petrol,145,60.1,1,7795
 I10,2018,Manual,6012,Petrol,145,60.1,1,7995
 Tucson,2016,Manual,14956,Diesel,145,54.3,2,17100
 Tucson,2019,Manual,10,Petrol,145,35.3,1.6,16995
 Santa Fe,2018,Automatic,12743,Diesel,145,39.2,2.2,31394
 Tucson,2015,Manual,42861,Diesel,200,47.9,2,15495
 Kona,2018,Manual,7138,Petrol,145,52.3,1,13271
 I800,2018,Automatic,31360,Diesel,145,28,2.5,16995
 Kona,2018,Manual,23387,Petrol,145,52.3,1,12495
 Tucson,2019,Manual,1694,Petrol,145,34.9,1.6,22000
 Kona,2018,Manual,15028,Petrol,145,52.3,1,14995
 I10,2017,Manual,20863,Petrol,145,60.1,1,6795
 Kona,2019,Manual,4861,Petrol,145,44.1,1,13695
 Santa Fe,2019,Semi-Auto,1785,Diesel,145,39.2,2.2,33695
 Ioniq,2018,Automatic,13415,Hybrid,135,78.5,1.6,15995
 I30,2016,Manual,47014,Diesel,0,78.4,1.6,7995
 Kona,2019,Manual,16331,Petrol,145,44.1,1,16495
 Tucson,2016,Manual,30082,Diesel,30,61.7,1.7,12500
 I10,2017,Manual,27604,Petrol,150,60.1,1,6995
 I10,2017,Manual,47856,Petrol,150,60.1,1,7495
 Santa Fe,2020,Semi-Auto,2500,Diesel,145,39.2,2.2,36795
 Santa Fe,2019,Semi-Auto,2715,Diesel,145,42.8,2.2,29995
 Ioniq,2019,Automatic,5032,Hybrid,135,78.5,1.6,17442
 Kona,2018,Manual,15521,Petrol,145,52.3,1,14587
 Tucson,2019,Manual,3000,Petrol,145,34.9,1.6,18843
 Santa Fe,2019,Automatic,4000,Diesel,145,42.8,2.2,31441
 I20,2017,Manual,13582,Petrol,145,62.8,1,9295
 I10,2017,Manual,24705,Petrol,145,60.1,1,6999
 Tucson,2016,Automatic,20199,Diesel,200,47.1,2,18999
 I20,2017,Manual,25165,Petrol,145,65.7,1,8999
 Tucson,2018,Semi-Auto,22983,Petrol,145,39.8,1.6,17495
 Tucson,2017,Manual,25751,Petrol,145,44.8,1.6,13495
 IX20,2016,Manual,55979,Petrol,125,50.4,1.4,7795
 Kona,2019,Automatic,1000,Hybrid,135,52.3,1.6,24295
 I10,2020,Manual,1000,Petrol,145,51.4,1.2,13495
 I10,2019,Manual,1000,Petrol,145,60.1,1,10995
 I10,2016,Manual,27828,Petrol,30,57.6,1.2,6945
 I10,2018,Manual,16344,Petrol,145,57.7,1.2,7995
 I10,2016,Manual,19570,Petrol,20,60.1,1,6595
 IX20,2018,Manual,6071,Petrol,145,37.2,1.6,10987
 Tucson,2019,Manual,10200,Petrol,145,34.9,1.6,16584
 Tucson,2019,Manual,10502,Petrol,145,34.9,1.6,16611
 Kona,2018,Manual,10920,Petrol,145,44.1,1,14954
 Kona,2018,Manual,13733,Petrol,145,44.1,1,14964
 Tucson,2019,Manual,9935,Petrol,145,34.9,1.6,16111
 I30,2018,Manual,9664,Petrol,145,56.5,1,10995
 Tucson,2017,Manual,32223,Diesel,30,61.7,1.7,13695
 I30,2017,Manual,13359,Petrol,145,52.3,1.4,11495
 IX20,2018,Manual,11038,Petrol,145,50.4,1.4,10195
 Tucson,2017,Semi-Auto,30865,Diesel,150,57.7,1.7,16395
 I20,2018,Manual,20165,Petrol,145,46.3,1.2,9995
 Tucson,2019,Manual,9676,Diesel,145,48.7,1.6,18995
 Santa Fe,2017,Semi-Auto,16686,Diesel,235,42.8,2.2,20999
 I10,2018,Manual,9002,Petrol,145,60.1,1,8495
 Tucson,2019,Semi-Auto,5000,Hybrid,145,50.4,1.6,26995
 I40,2016,Semi-Auto,31339,Diesel,125,56.5,1.7,12495
 I10,2018,Manual,10918,Petrol,150,60.1,1,8349
 I10,2016,Manual,17641,Petrol,20,60.1,1,6999
 I20,2013,Manual,30460,Petrol,30,57.6,1.2,4995
 I20,2013,Manual,28448,Petrol,30,57.6,1.2,4995
 I20,2015,Manual,24586,Petrol,30,55.4,1.2,7290
 IX35,2014,Manual,52000,Diesel,145,53.3,1.7,7890
 I30,2015,Automatic,28828,Petrol,205,41.5,1.6,8979
 Tucson,2018,Manual,10454,Petrol,145,34.9,1.6,15979
 I10,2018,Manual,18000,Petrol,145,57.7,1.2,8679
 Tucson,2017,Manual,17783,Petrol,160,44.8,1.6,12450
 Tucson,2019,Manual,1738,Petrol,145,35.3,1.6,16500
 Tucson,2017,Semi-Auto,10456,Diesel,145,57.6,1.7,15750
 Tucson,2019,Manual,13270,Petrol,145,34.9,1.6,16211
 I30,2019,Manual,2851,Petrol,145,34,2,23495
 I10,2016,Manual,32186,Petrol,20,60.1,1,5595
 IX35,2015,Automatic,52747,Diesel,265,41.5,2,9495
 Tucson,2017,Manual,26245,Diesel,150,61.7,1.7,14495
 I10,2016,Manual,41519,Petrol,30,57.6,1.2,5875
 I10,2017,Manual,13820,Petrol,145,60.1,1,7261
